country,year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density_(P/Km2),Land Area(Km2),Latitude,Longitude,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy;;;;;;;;;;;;,cluster
Colombia,2000.0,95.2,78.1,210.84,28.03,10.21,0.0,31.98,75.79996,8011.8125,3.0,58340.0,29.556067,2.924861483,2520.481089,46.0,1138910.0,4.570868,-74.297333,COL,39215136.0,330615619584.0,,0.0,0.0,0.0,12.75,0.5,1.168,0.0,189.208,7.399,2.166,801.676,31.438,53.041,2.08,16.755,44.04,7825.564,306.881,4.859,10.006,42.85,1092.69,42.81,16.872,-2.692,-8.69,8011.813,0.95,-0.13,-0.289,269.029,10.55,5647.662,221.474,24.644,70.492,0.789,0.449,57.358,210.378,8.25,1462.651,0.754,0.429,1462.651,57.358,19.271,18.256,8.1,-8.56,-8.531,91.122,809.636,31.75,2323.637,74.165,29.003,-8.326,-8.401,92.711,822.641,32.26,2364.151,75.356,29.508,0.04,0.093,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.142,-2.904,132.678,5.61,0.22,3383.335,-16.983,-86.326,10760.453,421.973,0.514,42.229,1.583,0.5,0.0,8.534,0.124,12.75,0.0,40.376,1.168,0.0,0.504,1091.67,314.184,-8.326,-8.401,92.711,822.641,32.26,2364.151,75.356,29.508,,0.005,0.005,0.255,0.01,0.138,0.023,0.002,,0.0,0.0,0.0,0.0,0.0,0.0,0.0;;;;;;;;;;;;,developing
Colombia,2001.0,98.47,78.9,217.68,27.24,10.78,0.0,31.69,74.61738,7953.855,2.95,58940.0,30.604485,1.677898308,2439.682456,46.0,1138910.0,4.570868,-74.297333,COL,39837876.0,336096690176.0,,0.0,0.0,0.0,12.551,0.5,1.159,0.0,197.728,-1.525,-0.479,777.11,30.958,55.977,2.23,14.825,45.496,8845.264,352.377,5.169,9.77,42.97,1078.622,43.14,16.962,0.853,2.68,7953.855,0.943,0.393,0.87,279.884,11.15,5581.208,222.343,25.846,70.17,3.542,2.032,59.39,218.134,8.69,1490.791,3.542,2.032,1490.791,59.39,20.144,18.743,8.53,2.651,1.808,92.93,790.203,31.48,2332.706,72.972,29.328,2.612,1.811,94.521,803.005,31.99,2372.647,74.154,29.83,-0.17,-0.396,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.515,-0.683,131.995,5.773,0.23,3313.307,-12.322,-51.994,9287.1,369.978,0.533,41.657,1.583,0.5,0.0,0.0,0.0,12.551,0.0,39.744,1.159,0.0,0.5,1082.889,316.865,2.612,1.811,94.521,803.005,31.99,2372.647,74.154,29.83,45.435,0.002,0.008,0.251,0.01,0.197,0.023,0.002,,0.0,0.0,0.0,0.0,0.0,0.0,0.0;;;;;;;;;;;;,developing
Colombia,2002.0,94.9055,79.7,223.19,28.8,10.25,0.0,33.83,76.746826,7834.471,2.83,56770.00046,32.692554,2.503980466,2396.627127,46.0,1138910.0,4.570868,-74.297333,COL,40454056.0,344517672960.0,,0.0,0.0,0.0,12.113,0.49,1.096,0.0,183.404,-17.756,-5.497,629.391,25.461,53.641,2.17,-10.082,-35.526,7832.366,316.851,4.854,8.034,44.1,1090.125,44.71,17.86,0.023,0.071,7834.47,0.92,-2.759,-6.135,261.531,10.58,5344.534,216.208,23.664,68.218,1.005,0.597,59.987,202.205,8.18,1482.838,1.005,0.597,1482.838,59.987,18.296,18.927,8.2,7.383,6.217,99.147,831.313,33.63,2450.856,75.218,31.283,7.259,6.207,100.728,843.673,34.13,2489.937,76.336,31.782,-0.61,-1.383,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.936,-1.235,130.76,5.685,0.23,3232.305,-4.305,-15.926,8751.955,354.052,0.514,41.257,1.567,0.49,0.0,-1.008,-0.016,12.113,0.0,38.744,1.096,0.0,0.495,1105.204,316.936,7.259,6.207,100.728,843.673,34.13,2489.937,76.336,31.782,74.286,0.006,0.014,0.247,0.01,0.336,0.022,0.004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0;;;;;;;;;;;;,developing
Colombia,2003.0,95.12935,80.7,215.58,30.7,9.6,0.0,36.0,78.94737,7863.652,2.78,56110.00061,33.389133,3.918271904,2281.401762,46.0,1138910.0,4.570868,-74.297333,COL,41057688.0,357889179648.0,,0.0,0.0,0.0,12.178,0.5,1.082,0.0,172.078,10.853,2.763,687.443,28.225,68.44,2.81,26.703,84.609,9777.96,401.46,6.082,8.742,45.09,1098.211,46.2,18.285,1.87,5.927,7863.652,0.902,0.065,0.141,240.637,9.88,5269.384,216.349,21.385,67.009,-4.146,-2.487,57.5,166.351,6.83,1400.464,-4.146,-2.487,1400.464,57.5,14.784,17.809,7.95,6.501,5.769,104.916,872.187,35.81,2555.33,77.511,32.495,6.424,5.787,106.515,884.609,36.32,2594.268,78.615,32.991,-1.11,-2.462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.104,-0.136,130.624,5.845,0.24,3181.478,-6.401,-22.664,8071.275,331.388,0.519,40.458,1.58,0.5,0.0,0.815,0.013,12.178,0.0,38.486,1.082,0.0,0.489,1125.246,322.863,6.424,5.787,106.515,884.609,36.32,2594.268,78.615,32.991,37.705,0.005,0.019,0.244,0.01,0.452,0.022,0.006,,0.0,0.0,0.0,0.0,0.0,0.0,0.0;;;;;;;;;;;;,developing
Colombia,2004.0,95.35031,81.5,214.54,29.18,8.87,0.0,39.91,81.81632,8152.3345,2.66,56110.00061,34.505455,5.333022067,2782.623185,46.0,1138910.0,4.570868,-74.297333,COL,41648272.0,376728256512.0,,0.0,0.0,0.0,11.285,0.47,0.953,0.0,148.388,-12.493,-3.526,593.031,24.699,44.66,1.86,7.715,30.971,10382.947,432.432,3.771,7.274,47.7,1145.306,49.33,18.433,5.162,16.667,8152.334,0.901,5.114,11.064,218.977,9.12,5460.328,227.413,18.488,66.979,6.693,3.848,61.348,168.314,7.01,1473.007,6.693,3.848,1473.007,61.348,14.21,18.069,7.32,5.953,5.538,110.454,952.741,39.68,2652.064,80.438,32.531,5.942,5.603,112.117,965.466,40.21,2692.006,81.512,33.021,-1.63,-3.417,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.224,10.742,141.366,6.003,0.25,3394.291,-2.082,-6.899,7791.175,324.489,0.507,41.636,1.491,0.47,0.0,-5.657,-0.089,11.285,0.0,35.794,0.953,0.0,0.439,1184.443,339.531,5.942,5.603,112.117,965.466,40.21,2692.006,81.512,33.021,24.149,0.004,0.023,0.24,0.01,0.55,0.02,0.007,,0.15,0.15,1.201,0.05,3.597,0.101,0.044;;;;;;;;;;;;,developing
Colombia,2005.0,96.8,82.4,211.95,29.08,9.71,0.0,39.64,80.32422,7917.907,2.65,57639.99939,35.05353,4.828761108,3414.465158,46.0,1138910.0,4.570868,-74.297333,COL,42220944.0,394076061696.0,,0.162,3.84,0.162,11.842,0.5,1.001,0.049,159.992,-36.991,-9.136,368.593,15.562,55.186,2.33,10.74,46.443,11342.113,478.875,4.666,4.655,48.2,1141.614,49.94,19.194,-1.54,-5.229,7917.907,0.848,-3.234,-7.354,236.376,9.98,5212.084,220.059,19.984,65.827,5.078,3.115,64.463,175.268,7.4,1526.812,5.078,3.115,1526.812,64.463,14.818,19.283,7.99,2.324,1.852,112.306,933.186,39.4,2659.95,78.895,33.594,2.8,2.125,114.242,946.45,39.96,2705.823,80.016,34.173,-1.74,-3.61,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.943,-1.333,140.033,5.921,0.25,3316.679,-0.675,-2.19,7633.624,322.299,0.501,41.888,1.606,0.5,0.0,7.709,0.115,11.842,0.0,38.03,1.001,0.0,0.48,1182.825,334.302,2.8,2.125,114.242,946.45,39.96,2705.823,80.016,34.173,19.864,0.004,0.027,0.237,0.01,0.646,0.02,0.008,-4.828,-0.008,0.142,1.184,0.05,3.356,0.1,0.042;;;;;;;;;;;;,developing
Colombia,2006.0,95.79303,83.0,209.72,29.69,10.13,0.0,42.6,80.788925,9024.093,2.62,57689.99863,34.14272,6.716868698,3741.092837,46.0,1138910.0,4.570868,-74.297333,COL,42772912.0,420283842560.0,857.02,1.39,36.279,1.552,12.391,0.53,0.994,0.402,158.98,184.855,28.768,1036.405,44.33,66.397,2.84,10.426,49.929,12363.055,528.804,5.324,11.485,51.55,1205.202,53.34,17.433,15.461,51.685,9024.093,0.918,18.833,41.443,243.846,10.43,6113.735,261.502,19.554,67.749,4.938,3.183,67.647,172.539,7.38,1581.534,4.938,3.183,1581.534,67.647,13.836,17.526,8.48,8.508,8.789,121.094,989.177,42.31,2831.101,79.321,31.373,11.885,10.242,124.484,1003.205,42.91,2910.357,80.446,32.251,-1.79,-3.472,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.778,9.492,149.525,4.91,0.21,3495.797,0.237,0.764,7552.972,323.063,0.394,38.738,1.659,0.53,0.0,3.325,0.053,12.391,0.0,38.788,0.994,0.0,0.43,1247.051,385.987,11.885,10.242,124.484,1003.205,42.91,2910.357,80.446,32.251,-100.0,-0.027,0.0,0.234,0.01,0.0,0.019,0.0,27.287,0.038,0.179,1.403,0.06,4.19,0.112,0.046;;;;;;;;;;;;,developing
Colombia,2007.0,96.019844,83.8,208.15,30.42,9.93,0.0,44.27,81.67896,9058.002,2.44,59180.00031,35.182762,6.738194691,4714.073055,46.0,1138910.0,4.570868,-74.297333,COL,43306592.0,448731316224.0,7.872,0.122,38.653,1.674,12.238,0.53,0.967,0.427,155.138,-11.951,-5.298,901.293,39.032,78.279,3.39,5.605,29.642,12895.163,558.446,6.187,9.95,53.95,1245.769,54.79,17.674,1.628,6.284,9058.002,0.874,0.855,2.236,235.53,10.2,6090.014,263.738,18.617,67.234,5.868,3.97,71.616,151.709,6.57,1653.705,7.291,4.932,1675.931,72.579,11.991,18.257,8.5,3.957,4.005,125.1,1016.012,44.0,2888.695,80.307,31.891,3.984,4.049,128.533,1029.635,44.59,2967.987,81.383,32.766,-0.84,-1.557,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.384,3.564,153.089,5.542,0.24,3535.016,0.699,2.257,7512.019,325.32,0.438,39.026,1.619,0.53,0.0,-2.422,-0.04,12.238,0.0,37.382,0.967,0.0,0.413,1265.165,392.271,3.984,4.049,128.533,1029.635,44.59,2967.987,81.383,32.766,,0.0,0.0,0.231,0.01,0.0,0.018,0.0,-20.785,-0.038,0.141,1.155,0.05,3.258,0.091,0.036;;;;;;;;;;;;,developing
Colombia,2008.0,96.80676,84.6,205.86,29.97,8.77,0.0,46.19,84.04294,9322.767,2.48,59779.99878,33.94141,3.283446186,5472.53653,46.0,1138910.0,4.570868,-74.297333,COL,43815316.0,464038723584.0,1.459,0.024,38.761,1.698,12.324,0.54,0.973,0.416,137.527,32.307,12.61,1178.631,51.642,66.643,2.92,5.15,28.759,13401.818,587.205,5.263,12.643,54.08,1234.272,55.48,17.148,4.132,16.209,9322.767,0.88,4.38,11.552,204.038,8.94,6282.95,275.289,16.114,67.394,1.585,1.135,72.751,131.461,5.76,1660.404,20.13,14.61,1989.912,87.189,10.382,17.81,7.63,4.337,4.615,129.715,1048.492,45.94,2960.489,82.805,31.755,4.195,4.657,133.191,1062.186,46.54,3039.818,83.886,32.606,-1.4,-2.589,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.433,-2.193,150.896,5.934,0.26,3443.914,10.954,35.635,8238.089,360.954,0.469,36.941,1.626,0.54,0.0,0.436,0.007,12.324,0.0,37.109,0.973,0.0,0.398,1266.224,408.48,4.195,4.657,133.191,1062.186,46.54,3039.818,83.886,32.606,,0.0,0.0,0.228,0.01,0.0,0.018,0.0,8.072,0.01,0.152,1.141,0.05,3.458,0.09,0.037;;;;;;;;;;;;,developing
Colombia,2009.0,96.05723,85.4,204.03,30.91,14.77,0.0,41.08,73.55417,9111.861,2.55,62009.99832,31.377745,1.139648645,5193.241458,46.0,1138910.0,4.570868,-74.297333,COL,44313916.0,471326588928.0,118.089,2.006,83.583,3.704,12.186,0.54,0.952,0.917,211.63,-8.019,-4.141,1071.917,47.501,94.101,4.17,-0.945,-5.55,13125.788,581.655,7.348,11.764,55.69,1256.716,56.75,17.322,-1.15,-4.698,9111.861,0.857,2.68,7.378,349.777,15.5,6378.752,282.667,27.313,70.005,15.178,11.042,83.793,246.875,10.94,1890.9,15.976,13.93,2281.861,101.118,19.278,20.752,12.01,-11.533,-15.668,114.047,917.093,40.64,2573.616,71.612,28.245,-5.824,-12.076,121.115,930.859,41.25,2733.109,72.687,29.995,-1.06,-1.903,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.477,151.373,8.801,0.39,3415.935,13.803,49.821,9269.683,410.776,0.687,37.489,3.203,0.54,0.0,96.974,1.577,12.186,0.0,72.273,0.952,0.0,0.793,1280.636,403.782,-5.824,-12.076,121.115,930.859,41.25,2733.109,72.687,29.995,,0.0,0.0,0.226,0.01,0.0,0.018,0.0,7.029,0.01,0.161,1.354,0.06,3.637,0.106,0.04;;;;;;;;;;;;,developing
Colombia,2010.0,96.788994,86.3,208.97,29.75,15.96,0.0,40.66,71.81208,9474.296,2.4,63560.00137,30.092037,4.494658971,6336.709474,46.0,1138910.0,4.570868,-74.297333,COL,44816104.0,489870196736.0,41.526,1.538,116.966,5.242,53.998,2.42,4.018,1.235,229.454,17.698,8.407,1247.483,55.907,90.146,4.04,2.119,12.325,13253.715,593.98,6.708,13.167,59.44,1326.309,60.23,17.167,5.156,20.819,9474.296,0.867,7.242,20.471,396.286,17.76,6764.048,303.138,29.487,71.394,4.366,3.658,87.451,267.091,11.97,1951.338,7.235,7.316,2419.529,108.434,19.874,20.596,13.82,-0.685,-1.477,112.57,892.536,40.0,2511.83,66.412,26.512,2.951,0.348,121.463,947.651,42.47,2710.248,70.513,28.606,-0.79,-1.329,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.553,8.406,159.78,39.048,1.75,3565.227,17.188,70.603,10741.204,481.379,2.906,37.631,3.543,2.42,0.0,10.635,0.341,53.998,0.0,79.063,4.018,0.0,0.834,1343.937,424.601,2.951,0.348,121.463,947.651,42.47,2710.248,70.513,28.606,,0.0,0.0,0.223,0.01,0.0,0.017,0.0,-33.163,-0.054,0.107,0.893,0.04,2.389,0.066,0.025;;;;;;;;;;;;,developing
Colombia,2011.0,96.6936,87.0,217.2,28.91,10.11,0.0,48.81,82.84114,9794.911,2.3,69099.99847,34.515675,6.947891982,7335.166934,46.0,1138910.0,4.570868,-74.297333,COL,45308896.0,521323249664.0,29.053,1.523,149.307,6.765,44.141,2.0,3.241,1.524,151.378,-19.033,-10.641,999.063,45.266,49.659,2.25,15.404,91.498,15128.995,685.478,3.647,10.2,60.17,1327.995,61.7,17.325,4.521,19.196,9794.911,0.851,-1.391,-4.215,248.516,11.26,6597.447,298.923,18.25,67.356,-2.632,-2.302,85.15,168.62,7.64,1879.316,-2.744,-2.975,2327.544,105.458,12.382,19.187,9.34,19.405,21.024,133.595,1068.002,48.39,2948.531,78.428,30.103,20.585,23.411,144.874,1113.247,50.44,3197.464,81.75,32.644,-1.53,-2.543,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.462,8.727,168.507,30.237,1.37,3719.069,16.466,79.264,12373.786,560.643,2.22,37.969,4.4,2.0,0.0,24.181,0.857,44.141,0.0,97.113,3.241,0.0,0.991,1361.764,443.797,20.585,23.411,144.874,1113.247,50.44,3197.464,81.75,32.644,,0.0,0.0,0.221,0.01,0.0,0.016,0.0,7.006,0.007,0.114,0.883,0.04,2.513,0.065,0.026;;;;;;;;;;;;,developing
Colombia,2012.0,97.03217,87.6,216.6,28.9,12.96,0.0,47.58,78.59267,10308.172,2.14,69699.99695,31.746134,3.912635767,8050.255372,46.0,1138910.0,4.570868,-74.297333,COL,45782420.0,541722640384.0,7.579,0.513,158.961,7.278,42.593,1.95,3.092,1.542,179.036,20.532,9.294,1191.731,54.56,73.391,3.36,4.75,32.562,15683.749,718.04,5.328,11.561,62.35,1361.876,63.06,16.348,6.34,28.136,10308.172,0.871,10.171,30.404,304.484,13.94,7193.312,329.327,22.106,69.783,11.168,9.509,94.659,196.364,8.99,2067.583,9.291,9.798,2517.483,115.256,14.256,20.058,11.29,-1.746,-3.129,130.466,1028.998,47.11,2849.696,74.707,27.645,-0.392,-2.268,142.606,1072.901,49.12,3114.861,77.894,30.217,-0.71,-1.139,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.885,11.601,180.108,34.729,1.59,3933.997,3.435,19.259,12666.472,579.902,2.521,38.164,4.712,1.95,0.0,7.086,0.312,42.593,0.0,102.919,3.092,0.0,0.998,1377.385,471.933,-0.392,-2.268,142.606,1072.901,49.12,3114.861,77.894,30.217,,0.0,0.0,0.218,0.01,0.0,0.016,0.0,32.91,0.037,0.15,1.092,0.05,3.285,0.079,0.032;;;;;;;;;;;;,developing
Colombia,2013.0,97.77942,88.45,216.82,32.29,21.71,0.0,50.48,69.92658,10490.081,2.66,76860.00061,29.385107,5.13399352,8218.347844,46.0,1138910.0,4.570868,-74.297333,COL,46237928.0,569534644224.0,4.526,0.329,164.519,7.607,22.709,1.05,1.428,1.568,236.022,7.569,4.13,1269.304,58.69,130.629,6.04,-4.249,-30.511,14869.381,687.529,8.217,12.1,72.16,1560.624,73.51,17.905,2.777,13.107,10490.081,0.852,6.906,22.743,489.425,22.63,7614.319,352.07,30.785,72.586,10.684,10.114,104.773,332.195,15.36,2265.944,14.731,16.978,2859.876,132.235,20.895,21.601,17.35,-6.765,-9.559,120.907,1076.173,49.76,2614.891,67.691,24.927,-5.349,-9.637,132.969,1100.395,50.88,2875.762,69.215,27.414,-1.35,-1.871,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.719,8.5,188.608,26.602,1.23,4079.071,6.672,38.692,13378.493,618.594,1.673,38.885,4.298,1.05,0.0,-8.782,-0.414,22.709,0.0,92.956,1.428,0.0,0.886,1589.82,485.04,-5.349,-9.637,132.969,1100.395,50.88,2875.762,69.215,27.414,,0.0,0.0,0.216,0.01,0.0,0.014,0.0,5.05,0.007,0.157,1.298,0.06,3.397,0.082,0.032;;;;;;;;;;;;,developing
Colombia,2014.0,97.79094,89.1,237.49,32.38,20.99,0.0,48.06,69.60174,10938.481,2.58,79199.99695,28.364685,4.499030001,8114.343921,46.0,1138910.0,4.570868,-74.297333,COL,46677944.0,595158040576.0,3.758,0.286,169.091,7.893,28.922,1.35,1.916,1.546,236.73,5.924,3.477,1331.826,62.167,116.972,5.46,3.913,26.9,15305.501,714.429,7.749,12.176,69.66,1492.354,70.46,16.297,5.267,25.546,10938.481,0.858,6.732,23.703,466.602,21.78,8050.34,375.773,30.911,73.597,8.655,9.068,113.841,305.069,14.24,2438.852,-6.735,-8.906,2642.112,123.328,20.21,22.296,16.68,0.855,0.303,121.21,1012.255,47.25,2596.737,67.059,23.739,1.986,1.843,134.813,1042.891,48.68,2888.142,69.089,26.403,-0.8,-1.148,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.916,11.158,199.766,44.561,2.08,4279.662,-1.93,-11.94,12996.58,606.654,2.952,39.125,5.519,1.35,0.0,28.408,1.221,28.922,0.0,118.237,1.916,0.0,1.081,1509.492,510.586,1.986,1.843,134.813,1042.891,48.68,2888.142,69.089,26.403,,0.0,0.0,0.214,0.01,0.0,0.014,0.0,21.875,0.033,0.19,1.5,0.07,4.076,0.099,0.037;;;;;;;;;;;;,developing
Colombia,2015.0,98.1869,89.75,247.42,31.6,27.22,0.0,49.0,64.28759,10259.04,2.53,80230.00336,28.021618,2.955901375,6175.87603,46.0,1138910.0,4.570868,-74.297333,COL,47119728.0,612750917632.0,1.152,0.091,169.436,7.984,29.075,1.37,1.757,1.652,275.362,-7.057,-4.387,1226.237,57.78,149.831,7.06,-3.275,-23.394,14665.512,691.035,9.055,11.953,77.56,1646.02,77.97,19.183,-5.324,-27.183,10259.04,0.789,-7.101,-26.684,606.54,28.58,7408.554,349.089,36.655,72.215,-1.514,-1.723,112.117,380.944,17.95,2379.413,-5.858,-7.225,2464.003,116.103,23.022,23.193,21.47,-0.134,-0.883,120.327,1017.408,47.94,2553.646,61.485,24.892,0.226,-0.498,134.314,1048.181,49.39,2850.486,63.345,27.785,-0.41,-0.529,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.299,-20.574,179.192,75.764,3.57,3802.904,1.534,9.308,13072.264,615.961,4.579,37.069,5.819,1.37,0.0,5.436,0.3,29.075,0.0,123.495,1.757,0.0,1.204,1654.721,483.403,0.226,-0.498,134.314,1048.181,49.39,2850.486,63.345,27.785,,0.0,0.0,0.212,0.01,0.0,0.013,0.0,-2.638,-0.006,0.184,1.486,0.07,3.908,0.09,0.038;;;;;;;;;;;;,developing
Colombia,2016.0,98.4,90.7,246.63,30.74,25.02,0.0,49.54,66.44314,11435.303,2.58,82680.00031,27.708813,2.087382502,5870.777957,46.0,1138910.0,4.570868,-74.297333,COL,47625960.0,625545117696.0,-1.264,-0.101,165.516,7.883,30.656,1.46,1.917,1.447,259.551,9.981,5.767,1334.294,63.547,129.761,6.18,5.493,37.956,15306.596,728.991,8.113,11.668,76.5,1606.267,76.17,16.457,12.663,61.214,11435.303,0.871,16.011,55.891,549.91,26.19,8503.356,404.981,34.384,74.361,7.642,8.567,120.685,333.852,15.9,2534.012,3.288,3.818,2517.979,119.921,20.874,22.16,19.77,4.713,4.926,125.253,1017.512,48.46,2629.932,63.621,22.998,3.956,5.323,139.637,1049.428,49.98,2931.946,65.616,25.639,0.33,0.431,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.191,41.557,220.749,86.297,4.11,4635.05,-11.66,-71.82,11425.304,544.141,5.396,40.533,6.365,1.46,0.0,9.375,0.546,30.656,0.0,133.638,1.917,0.0,1.169,1599.338,544.617,3.956,5.323,139.637,1049.428,49.98,2931.946,65.616,25.639,,0.0,0.0,0.21,0.01,0.0,0.013,0.0,-25.579,-0.048,0.136,1.05,0.05,2.86,0.066,0.025;;;;;;;;;;;;,developing
Colombia,2017.0,98.5,91.2,246.81,32.53,16.07,0.0,61.39,79.25381,11368.834,2.44,74989.99786,32.82906,1.359360868,6376.706716,46.0,1138910.0,4.570868,-74.297333,COL,48351668.0,634046316544.0,-3.955,-0.312,156.585,7.571,29.368,1.42,1.81,1.377,166.178,-23.792,-15.119,1001.581,48.428,65.148,3.15,0.314,2.286,15124.139,731.277,4.014,8.81,78.54,1624.349,78.47,17.329,0.934,5.085,11368.834,0.867,-5.381,-21.793,339.182,16.4,7925.006,383.187,20.9,69.708,-1.972,-2.379,118.305,227.707,11.01,2446.768,-1.998,-2.396,2430.625,117.525,14.031,21.522,13.04,22.527,27.313,152.566,1254.145,60.64,3155.335,77.278,27.754,17.954,26.878,166.515,1283.72,62.07,3443.828,79.1,30.292,0.07,0.089,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.946,-4.295,216.454,46.327,2.24,4476.657,-3.86,-21.002,10819.473,523.14,2.855,39.377,6.357,1.42,0.0,-0.128,-0.008,29.368,0.0,131.464,1.81,0.0,1.156,1622.902,549.702,17.954,26.878,166.515,1283.72,62.07,3443.828,79.1,30.292,,0.013,0.013,0.207,0.01,0.275,0.013,0.002,-93.964,-0.128,0.008,0.0,0.0,0.169,0.0,0.001;;;;;;;;;;;;,developing
Colombia,2018.0,98.5,92.0,247.06,30.72,19.11,0.0,60.08,75.868164,11332.247,2.29,78589.99634,31.99955,2.564324283,6729.583332,46.0,1138910.0,4.570868,-74.297333,COL,49276968.0,650303242240.0,21.629,1.638,186.876,9.209,29.426,1.45,1.854,1.649,187.444,-6.124,-2.966,922.593,45.463,91.726,4.52,-5.091,-37.231,14084.607,694.047,5.779,8.141,78.32,1589.384,78.21,16.953,1.586,8.717,11332.247,0.859,2.408,9.229,375.632,18.51,7963.477,392.416,23.667,70.273,7.602,8.994,127.299,235.81,11.62,2583.344,5.308,6.239,2511.587,123.763,14.857,22.796,14.66,-1.18,-2.682,149.884,1180.876,58.19,3041.659,74.402,26.841,1.698,-0.512,166.003,1211.519,59.7,3368.769,76.333,29.727,0.11,0.14,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.478,3.2,219.654,48.095,2.37,4457.54,1.34,7.008,10758.529,530.148,3.03,39.335,6.764,1.45,0.0,6.405,0.407,29.426,0.0,137.257,1.854,0.0,1.211,1587.151,558.419,1.698,-0.512,166.003,1211.519,59.7,3368.769,76.333,29.727,140.0,0.018,0.032,0.406,0.02,0.644,0.026,0.006,1314.33,0.107,0.115,0.812,0.04,2.332,0.051,0.021;;;;;;;;;;;;,developing
